Date,XOM US Equity,RDSA LN Equity,CVX US Equity,857 HK Equity,FP FP Equity,BP/ LN Equity,386 HK Equity,BLT LN Equity,BHP AU Equity,RIL IN Equity,PETR4 BZ Equity,STL NO Equity,COP US Equity,883 HK Equity,ENI IM Equity,EOG US Equity,ROSN RM Equity,SU CN Equity,OXY US Equity,EPD US Equity,LKOH RM Equity,GAZP RM Equity,PSX US Equity,PTT TB Equity,ENB CN Equity,VLO US Equity,ECOPETL CB Equity,267 HK Equity,CNQ CN Equity,LYB US Equity,6505 TT Equity,MPC US Equity,NVTK RM Equity,ONGC IN Equity,APC US Equity,PXD US Equity,MAERSKB DC Equity,TSCO LN Equity,FEMSAUBD MM Equity,REP SM Equity,GMKN RM Equity,IMO CN Equity,CLR US Equity,TATN RM Equity,IOCL IN Equity,SIBN RM Equity,SOL SJ Equity,CXO US Equity,WPL AU Equity,NESTE FH Equity,COPEC CI Equity,OMV AV Equity,034730 KS Equity,SSE LN Equity,DVN US Equity,ANDV US Equity,HES US Equity,096770 KS Equity,SNGS RM Equity,ETE US Equity,PTTEP TB Equity,VEDL IN Equity,NBL US Equity,GALP PL Equity,MRO US Equity,APA US Equity,MMP US Equity,TECK/B CN Equity,HSE CN Equity,EQT US Equity,BPCL IN Equity,FANG US Equity,CVE CN Equity,ECA CN Equity,AKERBP NO Equity,010950 KS Equity,IEP US Equity,PKN PW Equity,GAIL IN Equity,STLD US Equity,HFC US Equity,COG US Equity,ANDX US Equity,ALFA SS Equity,TRGP US Equity,2688 HK Equity,PGN PW Equity,UGPA3 BZ Equity,XEC US Equity,LUPE SS Equity,PE US Equity,OSH AU Equity,KCHOL TI Equity,DCC LN Equity,ADNOCDIS UH Equity,JEC US Equity,1193 HK Equity,MRW LN Equity,RSPP US Equity,BRDT3 BZ Equity,RUI FP Equity,HPCL IN Equity,135 HK Equity,IPL CN Equity,PETD MK Equity,WPX US Equity,TUPRS TI Equity,PETROR AB Equity,SMC PM Equity,ALFAA MM Equity,EGN US Equity,OGDC PA Equity,CTX AU Equity,TOP TB Equity,AR US Equity,BANE RM Equity,NFX US Equity,VVC US Equity,AZRG IT Equity,INARA CZ Equity,MUR US Equity,VII CN Equity,TOU CN Equity,1402 TT Equity,SNP RO Equity,CDEV US Equity,CPG CN Equity,CSAN3 BZ Equity,PTEN US Equity,BBU-U CN Equity,IRPC TB Equity,NFG US Equity,TLW LN Equity,EA TB Equity,VET CN Equity,PBF US Equity,ARX CN Equity,OINL IN Equity,DK US Equity,QFLS QD Equity,SNG RO Equity,WLL US Equity,PPL PA Equity,CASY US Equity,MTDR US Equity,PDCE US Equity,SR US Equity,RRC US Equity,PGAS IJ Equity,OAS US Equity,CNX US Equity,DEDRL IT Equity,MIC US Equity,VNOM US Equity,UNIPE CP Equity,BANPU TB Equity,ELPE GA Equity,PKI CN Equity,TEP US Equity,WCP CN Equity,CVI US Equity,LTS PW Equity,JAG US Equity,QEP US Equity,MRPL IN Equity,ERF CN Equity,003410 KS Equity,CPE US Equity,VED LN Equity,KOS US Equity,CHK US Equity,SRCI US Equity,PXT CN Equity,SJI US Equity,SM US Equity,WRD US Equity,MOH GA Equity,LPI US Equity,CVRR US Equity,XOG US Equity,SWN US Equity,CZZ US Equity,RNFT RM Equity,3633 HK Equity,ALBH BI Equity,JSMR IJ Equity,SRS IM Equity,ECL CI Equity,TITK GA Equity,SUN US Equity,467 HK Equity,TELL US Equity,SPRC TB Equity,MUSA US Equity,DLEN IT Equity,ZEL NZ Equity,DNO NO Equity,ESSO TB Equity,933 HK Equity,1434 TT Equity
1999-05-31,24.8454,,24.2314,,13.18788,3.99687,,1.49217,2.39176,0.40588,0.94128,,12.134,,4.56865,4.2906,,3.584,5.7963,1.348,4.47784,,,,3.08581,3.2964,,1.12885,1.80396,,,,,0.18208,16.3677,10.461,548.98908,1.82636,0.87168,7.72049,,4.89023,,,0.16099,,2.79508,,2.92744,,1.84707,3.41815,,3.47079,14.6679,4.9205,15.7927,,0.11105,,0.42259,0.03525,5.6575,,5.5901,13.0292,,2.5433,,5.8201,0.24846,,,2.29434,,3.05607,4.4892,,0.30072,3.1714,0.4146,1.3725,,,,,,,,,,0.96044,1.11116,5.12174,,9.1746,0.05129,1.6371,,,2.50879,0.35102,0.08518,0.84582,0.20095,,3.96504,,0.82957,0.20817,7.4768,,1.33092,,,,12.6875,,,,6.7588,,,0.31613,,,,,3.4748,,0.10789,12.7212,0.60322,,0.96544,,0.9327,,,,,,,11.266,,4.5625,9.4963,3.0545,,,3.8873,0.02064,,,1.27424,0.02221,4.29131,0.30588,,,,,,,0.24649,1.69133,40.13271,10.75,,,1.7135,,,3.4944,4.6953,,,,,,1.1453,,,,,,,0.08001,16.56452,,0.10642,10.25,,,3.4831,,0.07863,,0.00591,0.18465
1999-06-30,23.99,,24.9026,,13.76166,4.00415,,1.65991,2.74853,0.42315,0.99846,,11.6423,,4.37166,4.5579,,3.94944,5.8641,1.3903,4.86757,,,,3.0052,3.5223,,1.40335,1.93293,,,,,0.18338,16.0886,10.581,561.66159,1.61454,1.05338,8.70935,,4.94688,,,0.2009,,3.43438,,3.12169,,1.99837,3.64616,,3.75119,15.1164,6.6388,15.7159,,0.11619,,0.39235,0.04122,6.0178,,6.0803,14.1415,,3.0365,,6.9611,0.25808,,,2.54572,,3.7434,4.4892,,0.26189,2.8751,0.4404,1.4301,,,,,,,,,,1.13931,0.93048,5.06505,,9.3751,0.0652,1.38799,,,2.58714,0.37962,0.11494,0.98079,0.21325,,4.03779,,0.86719,0.2447,7.2814,,1.16755,,,,14.2188,,,,6.7244,,,0.3806,,,,,4.1125,,0.20472,13.1124,0.60533,,1.03918,,0.97071,,,,,,,12.576,,4.1875,10.1595,3.8958,,,3.4554,0.02612,,,1.66729,0.02455,4.30335,0.29715,,,,,,,0.36701,1.66627,37.36241,10.3125,,,2.3686,,,3.5801,4.8274,,,,,,1.2818,,,,,,,0.07453,16.75397,,0.11056,19.25,,,4.3466,,0.07775,,0.00663,0.21691
1999-07-30,24.6899,,23.9039,,13.88494,4.37447,,1.99779,2.63633,,0.92359,,11.8737,,4.51975,4.8184,,3.93594,5.4303,1.424,,,,,2.87829,3.512,,1.22981,2.07945,,,,,,16.6895,11.182,607.43775,1.65139,0.90389,8.97612,,5.20908,,,,,3.57632,,3.33741,,2.11796,3.5015,,3.53031,15.5385,6.5607,15.6334,,,,0.40531,,6.2446,,5.6718,15.3879,,2.7753,,6.8343,,,,2.66365,,,4.4201,,,3.2992,0.4918,1.3869,,,,,,,,,,1.19825,1.44914,4.41448,,8.4808,0.14515,1.54829,,,2.7094,,0.10978,0.9016,0.20264,,5.03054,,0.93131,0.20657,7.3302,,1.1245,,,,14.4688,,,,6.8191,,,,,,,,4.0083,,0.14787,12.6899,0.73078,,1.29015,,0.95671,,,,,,,12.903,,4.625,10.2415,4.0548,,,3.2034,,,,1.85094,0.02241,4.45689,0.34436,,,,,,,,1.7171,,10.75,,,3.0742,,,3.7935,6.192,,,,,,1.0148,,,,,,,0.07473,18.25175,,0.09339,19.25,,,,,0.09106,,0.00622,
1999-08-31,24.6589,,24.3379,,14.08731,4.17533,,1.94049,2.56544,0.46457,0.8602,,11.8014,,4.476,5.382,,3.97167,6.0202,1.5203,3.63241,,,,2.82725,3.5043,,1.36817,2.43168,,,,,0.27968,14.914,10.941,622.33666,1.86108,0.8609,9.17448,,5.5023,,,0.20821,,3.49583,,3.24061,,2.11784,4.11273,,3.37072,16.3035,7.55,16.3928,,0.11284,,0.40705,0.07386,6.6274,,5.85,16.4984,,3.053,,6.8309,0.28178,,,2.79538,,3.58482,4.3856,,0.35265,3.3456,0.4651,1.4669,,,,,,,,,,1.09902,1.12913,4.80177,,8.1415,0.12141,1.53159,,,2.65818,0.39121,0.10293,0.89269,0.20264,,4.93234,,0.81763,0.22237,7.4451,,1.0835,,,,15.1875,,,,7.0394,,,0.39975,,,,,5.5961,,0.15589,12.7237,0.77874,,1.33444,,1.05427,,,,,,,11.225,,4.375,9.4768,3.4983,,,3.9692,0.03956,,,1.55239,0.02143,5.1489,0.3337,,,,,,,0.43349,1.66601,31.85079,11.875,,,2.6206,,,3.6038,6.2325,,,,,,1.0911,,,,,,,0.07474,19.9416,,0.07001,16,,,5.33185,,0.08825,,0.00526,0.20408
1999-09-30,23.7601,,23.3987,,13.7258,4.1012,,2.02801,2.74269,0.5634,0.96162,,11.2807,,4.65531,4.7903,,3.69008,6.4918,1.5106,3.30002,,,,2.8657,3.1745,,1.22797,2.30238,,,,,0.27496,13.3769,10.22,650.79235,1.97544,0.82081,8.57092,,5.48748,,,0.23848,0.08911,3.77942,,3.23998,,2.02702,3.79832,,3.53099,17.5109,6.8731,16.2171,,0.09417,,0.35711,0.05628,6.1998,,5.4976,15.6855,,3.60132,,7.0284,0.29251,,,2.625,,2.8851,4.6964,,0.35172,2.9158,0.4996,1.3274,,,,,,,,,,0.99595,1.42913,4.65895,,8.0182,0.08288,1.56172,,,2.6766,0.386,0.10034,0.87994,0.18693,,3.89098,,0.78365,0.24712,7.9874,,1.05105,,,,16.4688,,,,7.4988,,,0.39179,,,,,6.3249,,0.1129,12.885,0.74799,,1.29831,,1.17376,,,,,,,11.251,,4.5,10.0872,3.1461,,,4.2461,0.03586,,,1.52288,0.01826,9.43488,0.38858,,,,,,,0.40353,1.88223,25.97231,15.25,,,3.1246,,,3.3761,6.1443,,,,,,1.1063,,,,,,,0.07529,21.21619,,0.1322,14,,,7.70321,,0.0819,,0.0055,0.19516
1999-10-29,23.1543,,24.0743,,14.74959,4.35897,,2.09167,2.49752,,1.01988,,10.7601,,4.36429,4.6981,,3.72049,6.404,1.4985,,,,,2.85418,3.0302,,1.25582,2.16322,,,,,,13.4863,9.018,658.68568,1.88069,0.8552,9.01411,,6.07042,,,,,3.3396,,2.81187,,2.09702,3.95306,,3.59256,16.428,5.0507,15.1911,,,,0.37729,,5.4115,,5.4741,14.1646,,3.25721,,6.7844,,,,2.47892,,,4.351,,,2.5441,0.4746,1.2409,,,,,,1.69099,,,,0.89921,1.49492,4.44773,,8.7583,0.09618,1.42973,,,2.59067,,0.08587,0.84672,0.20058,,4.05088,,0.74725,0.22548,7.2971,,0.91419,,,,14.7188,,,,7.7762,,,,,,,,5.3358,,0.15474,13.3458,0.68585,,1.11357,,1.10721,,,,,,,10.818,,4.3125,9.4498,2.3894,,,3.4338,,,,1.35274,0.02301,7.27748,0.37449,,,,,,,,1.87152,,12.8125,,,2.923,,,3.3281,5.9973,,,,,,0.9832,,,,,,,0.06365,20.16653,,0.11662,14.25,,,,,0.08068,,0.00534,
1999-11-30,24.9434,,23.5124,,14.50737,4.59795,,2.34102,2.65362,0.53141,1.2903,,11.0638,,4.04344,4.1761,,3.63445,6.1584,1.4985,4.21046,,,,2.69023,3.4365,,1.31252,2.22227,,,,,0.27334,13.1854,7.996,682.87102,1.71093,0.99233,9.54852,,6.18196,,,0.28726,0.1024,3.72259,,3.32736,,2.33223,3.70803,,2.79807,14.8962,4.9986,15.34,,0.13567,,0.31739,0.04338,4.7109,,5.0046,13.0069,,3.10739,,6.5236,0.39312,,,2.57858,,3.55086,4.282,3.94166,0.35789,2.5557,0.4788,1.1812,,,,,,1.6041,,,,1.01555,1.8877,4.58775,,7.756,0.07845,1.26087,,,2.4512,0.48674,0.07739,0.78303,0.2058,,3.99386,,0.71958,0.25324,7.6584,,0.89127,,,,12.9063,,,,7.8874,,,0.47525,,,,,5.2837,,0.14289,13.67,0.86503,,1.05098,,1.1494,,,,,,,10.713,,4.2813,9.6992,2.1107,,,3.0251,0.07153,,,1.23956,0.02053,7.1561,0.34995,,,,,,,0.33017,1.84804,23.80185,11.875,,,2.419,,,3.7521,4.9194,,,,,,0.9141,,,,,,,0.05811,21.40883,,0.098,12.25,,,10.10779,,0.10569,,0.00494,0.2042
1999-12-31,25.3365,,22.998,,14.50362,4.53626,,2.85344,3.15755,0.55813,1.64368,,10.8758,,4.05178,3.9645,,4.05081,6.1468,1.4541,5.24562,,,,2.64963,3.2916,,1.8275,2.39416,,,,,0.25382,14.9614,8.597,753.89846,1.92138,1.17133,10.09616,,5.64555,,,0.24423,0.10364,4.07427,,3.42932,,2.62338,3.96829,,3.07115,13.9153,4.8164,15.0661,,0.20173,,0.31886,0.03713,4.5904,,4.6733,13.4421,,3.33859,,6.2543,0.40682,,,2.7356,,3.77908,4.2129,4.79067,0.31244,2.9623,0.4491,1.2391,,,,,,1.73967,,,,1.00678,2.73746,4.62387,,8.0182,0.08434,1.32473,,,2.73898,0.41821,0.07227,0.80101,0.23154,,6.85808,,0.73371,0.27472,7.186,,0.87835,,,,13.375,,,,8.0095,,,0.65752,,,,,5.4139,,0.14641,12.821,0.93458,,1.09587,,1.17822,,,,,,,8.77,,3.8125,9.7333,2.031,,,3.0251,,,,1.25054,0.02154,7.84949,0.35556,,,,,,,0.32171,1.86505,18.14042,14.8125,,,1.9151,,,3.6859,5.8325,,,,,,0.8065,,,,,,,0.05154,21.45993,,0.10418,10,,,,,0.13864,,0.00502,0.20737
2000-01-31,26.0637,,22.2015,,13.47545,3.96398,,2.50173,2.87549,0.78301,1.47049,,9.4585,,3.47328,3.5901,,4.1283,5.6494,1.648,5.38902,,,,2.53731,3.7678,,2.06514,2.26997,,,,,0.25777,14.386,8.236,667.24924,1.66611,1.079,8.27669,,5.11451,,,0.24151,0.12615,3.87144,,3.43888,,2.84364,3.88653,,2.9933,14.8677,4.5821,14.1204,,0.18567,,0.333,0.03276,4.296,,4.8626,13.2828,,3.08586,,6.4651,0.39034,,,2.65205,,2.54996,4.282,4.51544,0.26243,2.8926,0.4554,1.1378,,,,,,1.84663,,,,0.81931,3.11891,4.65865,,7.278,0.20096,1.26987,,,2.58193,0.38715,0.07471,0.72085,0.22724,,6.21391,,0.67129,0.22026,6.8627,,0.84295,,,,13.75,,,,8.0095,,,0.64765,,,,,6.9235,,0.13821,12.2868,0.70089,,1.22843,,1.2224,,,,,,,8.678,,4.4375,8.4955,1.7124,,,3.668,0.09547,,,1.33216,0.02235,5.79168,0.33998,,,,,,,0.28124,1.99171,17.22044,12,,,2.0158,,,3.7588,6.0093,,,,,,0.7054,,,,,,,0.06361,17.72856,,0.14131,10,,,11.03887,,0.14653,,0.00685,0.29831
2000-02-29,23.8181,,19.9964,,14.49615,3.50018,,1.98077,2.39233,0.74173,1.67109,,8.8221,,3.49304,3.4488,,3.68983,4.5657,1.5974,5.08647,,,,2.47047,4.2378,,2.44497,2.09854,,,,,0.20135,13.4817,7.996,666.53497,1.71355,1.1743,8.36435,,4.90084,,,0.21851,0.12873,3.14528,,2.66963,,2.8915,3.21559,,3.22545,15.7671,3.8531,13.4235,,0.16933,,0.25079,0.02409,4.8267,,4.1313,13.2828,,2.6914,,7.1368,0.29186,,,2.54873,,2.63356,4.2474,4.08389,0.29376,2.8577,0.447,1.223,,,,,,1.90408,,,,0.76795,2.83823,6.89025,,6.9234,0.46088,1.17007,,,2.68023,0.32258,0.07214,0.68431,0.22403,,4.76862,,0.59553,0.20738,6.5287,,0.73184,,,,15.5,,,,7.1142,,,0.60202,,,,,9.5003,,0.08252,11.2873,0.90903,,1.23952,,1.20103,,,,,,,7.047,,4.0625,9.0019,1.2744,,,3.6016,0.22256,,,1.61727,0.0139,5.99447,0.32537,,,,,,,0.27374,1.99081,14.2825,14,,,2.3686,,,3.7912,6.5673,,,,,,0.8682,,,,,,,0.05551,17.02545,,0.18007,10,,,46.17646,,0.1245,,0.00637,0.26702
2000-03-31,24.6681,,24.7487,,16.33884,4.14865,,2.28695,2.61456,0.7496,1.74129,,10.7022,,3.72107,4.7916,,4.20793,5.982,1.5974,7.57223,,,,2.74189,5.0999,,2.94255,2.59609,,,,,0.16612,16.9906,10.1,736.21145,2.10144,1.19061,9.65721,,5.47782,,,0.18366,0.12572,3.12694,,2.84569,,2.93747,3.12989,,3.14402,20.5788,4.7904,17.2025,,0.20757,,0.2663,0.02256,7.0389,,4.9791,18.1333,,2.56571,,8.472,0.2725,,,2.97313,,2.92334,4.5582,4.2845,0.25323,2.1491,0.3935,1.397,,,,,,1.6758,,,,0.70089,3.27253,6.64568,,7.864,0.43113,1.31642,,,2.69074,0.30048,0.06023,0.74142,0.22508,,3.8838,,0.61494,0.22631,6.4032,,0.80309,,,,17.625,,,,8.0979,,,0.57166,,,,,13.2223,,0.07149,12.4317,0.80361,,1.47077,,1.23457,,,,,,,9.151,,4.0625,9.1452,1.354,,,3.2918,,,,1.56058,0.01712,6.54552,0.31066,,,,,,,0.25281,1.9961,16.81564,12.125,,,2.6206,,,3.7001,7.0543,,,,,,0.8217,,,,,,,0.04533,15.15388,,0.23662,11,,,,,0.10352,,0.00565,0.2772
2000-04-28,24.5692,,22.7909,0.07237,16.57467,3.92051,,1.81174,2.60597,,1.53133,,10.977,,3.67936,5.6327,,4.15692,6.1802,1.7105,,,,,2.92458,4.8194,,2.22484,2.6214,,,,,,19.0767,9.919,630.13457,2.18649,1.0436,9.02175,,6.21963,,,,,2.94097,,2.93563,,2.64083,3.36576,,3.24365,20.3934,4.8945,16.9363,,,,0.26237,,7.7361,,4.4418,17.655,,2.59054,,8.7674,,,,3.30376,,,4.4546,3.80439,,2.1143,0.355,1.4356,,,,,,1.3602,,,,0.69847,2.97183,6.1815,,7.7252,0.24206,1.4294,,,2.48296,,0.05597,0.79396,0.22185,,4.42817,,0.65684,0.18734,7.3574,,0.78138,,,,20.3125,9.0364,,,8.2911,,,,,,,,11.7648,,0.07677,13.2338,0.69881,,1.44375,,1.28129,,,,,,,9.848,,4.25,8.9737,0.9159,,,3.2144,,,,1.39017,0.01854,5.46153,0.31633,,,,,,,,2.24485,,13.5625,,,3.0238,,,3.5114,7.9693,,,,,,1.0625,,,,,,,0.04926,14.63688,,0.18147,9.5,,,,,0.09151,,0.00461,
2000-05-31,26.4912,,24.923,0.09386,17.22453,4.16546,,1.66055,2.46058,0.81061,1.49307,,13.2476,,4.02386,7.3593,,4.35398,6.8289,1.7986,6.76989,,,,3.13045,4.8742,,2.34754,3.11696,,,,,0.15855,23.3861,14.368,716.84674,1.94211,0.99493,9.41681,,6.46887,,,0.14747,0.11343,3.28739,,3.58805,,2.60219,3.61609,,3.00821,25.3461,4.2697,17.7349,,0.20744,,0.24959,0.0187,8.4423,,5.238,22.1769,,2.45475,,9.4653,0.20536,,,3.92466,,2.6165,4.9726,3.59851,0.2029,1.7309,0.3421,1.9323,,,,,,1.24686,,,,0.70926,2.50713,6.36858,,8.2032,0.1977,1.36716,,,2.61304,0.31699,0.05171,0.83412,0.23262,,3.45207,,0.60553,0.16432,8.9731,,0.80763,,,,20.9375,8.5171,,,9.1706,,,0.4481,,,,,10.0469,,0.0425,14.4543,0.56727,,1.83203,,1.42646,,,,,,,9.953,,5.375,9.0023,1.7921,,,3.9689,0.30603,,,1.22737,0.0122,5.89756,0.28629,,,,,,,0.18807,2.34247,9.46182,15.25,,,4.6365,,,3.4212,8.5133,,,,,,1.1563,,,,,,,0.05068,15.02753,,0.17442,9.25,,,54.74108,,0.11625,,0.00413,0.25034
2000-06-30,24.961,,22.8672,0.09681,17.0341,4.39042,,1.99064,2.89383,0.80202,1.95985,,11.7291,,4.4412,7.5627,,4.50691,6.1389,1.8659,6.27775,,,,2.86637,5.2934,,2.58064,2.85407,,,,,0.17082,21.6782,12.279,673.97812,1.9987,1.13556,8.76958,,6.51521,,,0.15946,,3.36226,,3.68194,,2.52626,3.65128,,3.53623,23.7506,4.2176,16.4742,,0.19501,,0.25222,0.01871,7.9994,,4.8286,21.4365,,2.44744,,9.1829,0.19462,,,3.74774,,3.86051,5.0762,3.61822,0.22655,1.6844,0.4122,1.6405,,,,,,1.52319,,,,0.84254,2.10883,5.39651,,8.0606,0.25071,1.33111,,,2.5395,0.28955,0.05593,0.88676,0.21754,,3.37959,,0.63017,0.13971,8.8527,,1.00936,,,,19.5703,7.8428,,,8.4075,,,0.34246,,,,,11.8689,,0.03929,13.7441,0.60762,,1.70867,,1.56487,,,,,,,8.742,,5.125,8.9624,1.9912,,,4.8073,,,,1.24247,0.01426,5.6834,0.27774,,,,,,,0.18573,2.8472,10.16116,14.875,,,6.2617,,,3.4637,9.9469,,,,,,0.7813,,,,,,,0.05516,14.04524,,0.14413,10.25,,,,,0.11162,,0.00437,0.23657
2000-07-31,25.4975,,21.2958,0.10633,16.46986,3.99802,,1.85819,2.59172,0.78882,1.69516,,11.7544,,4.27457,6.7016,,4.06763,5.9021,1.9556,6.83887,,,,2.93216,4.3222,,2.63651,2.75587,,,,,0.16707,21.0463,10.34,666.20817,2.11531,1.10624,8.47935,,6.51408,,,0.14687,,3.17466,,3.478,,2.52189,3.07821,,3.16129,19.4034,3.9833,16.1407,,0.22211,,0.23799,0.01713,6.4425,,4.7082,18.1333,,2.15943,,9.9053,0.19325,,,3.38177,,3.58113,5.1798,3.647,0.25443,2.1026,0.4165,1.4335,,,,,,1.7332,,,,0.74521,1.77608,5.54644,,8.8046,0.29189,1.45591,,,2.42324,0.27801,0.06014,0.88294,0.19385,,3.29574,,0.58937,0.15821,9.0238,,0.9817,,,,17.0313,8.0061,,,8.5168,,,0.37238,,,,,10.3853,,0.03043,13.8916,0.71281,,1.53358,,1.57984,,,,,,,9.97,,5,9.2168,1.9115,,,5.4572,0.31391,,,1.40075,0.01157,5.25446,0.25147,,,,,,,0.16938,2.87325,8.92893,13.375,,,4.6365,,,3.603,7.0796,,,,,,0.9219,,,,,,,0.04318,13.70685,,0.15492,9,,,53.73285,,0.10773,,0.00429,0.26601
2000-08-31,26.1025,,22.967,0.1111,16.43781,4.19111,,1.91429,2.67402,0.77358,1.94401,,14.3133,,4.42878,8.671,,4.40552,6.2971,2.1676,7.99522,,,,3.16838,5.0339,,2.35179,3.16987,,,,,0.14177,28.921,13.346,755.41034,2.0123,1.20543,8.80927,,6.69427,,,0.14027,0.1208,4.0933,,3.89699,,2.44731,3.11475,,3.10814,24.8457,4.0093,18.2583,,0.28222,,0.32081,0.01509,8.332,,5.3288,22.9628,,2.57037,2.57267,10.77,0.18441,,,4.09192,,3.72921,4.9036,3.52724,0.21989,2.2537,0.4469,1.5532,,,,,,1.72596,,,,0.74867,1.63039,6.05893,,9.3751,0.28597,1.38776,,,2.45768,0.2861,0.06098,1.0116,0.20785,,2.8987,,0.58669,0.1689,10.5999,,0.96443,,,,21.625,8.7426,,,9.4917,,,0.34725,,,,,13.0662,,0.0323,14.7719,0.66845,,1.83894,,1.7578,,,,,,,9.601,,5.4375,10.0309,3.1859,,,6.7097,0.31516,,,1.31588,0.01386,5.33822,0.2396,,,,,,,0.15465,3.08286,8.94413,15.3125,,,6.1483,,,3.5947,9.7998,,,,,,0.9609,,,,,,,0.04509,12.89018,,0.15491,9.25,,,52.60164,,0.14657,,0.00461,0.22456
2000-09-29,28.4879,,23.1654,0.09805,16.25655,4.08766,,1.77733,2.54443,,1.82719,,14.5203,,4.05352,8.8127,,4.31272,6.4291,2.4538,,,,,3.1725,5.8799,,2.1367,3.2899,,,,,,29.2385,13.647,658.69818,2.37142,1.02904,8.20951,,6.94888,,,,,4.05388,,3.57283,,2.271,3.03705,,3.25231,25.5322,4.1395,17.8969,,,,0.26182,,7.9826,,5.5148,21.5504,,2.39504,2.57176,12.1245,,,,4.18768,,,5.0072,3.02286,,1.7077,0.4357,1.5824,,,,,,1.7302,,,,0.65965,1.29464,5.65601,,9.9456,0.23003,1.55796,,,2.40779,,0.04999,0.95026,0.19359,,2.6152,,0.5501,0.12688,12.1579,,0.77321,,,,23.3438,9.3465,,,9.2162,,,,,,,,14.3155,,0.02984,15.9343,0.8105,,1.97626,,1.68498,,,,,,,10.972,,7.125,10.2183,3.0664,,,5.1783,,,,1.35219,0.0129,5.50487,0.23792,,,,,,,,2.8302,,15.8125,,,5.7956,,,3.9379,10.9248,,,,,,1.0938,,,,,,,0.04384,14.10256,,0.13559,10,,,,,0.12369,,0.00397,
2000-10-31,28.5141,,22.3163,0.1011,15.89088,3.89178,0.07648,1.89601,2.46747,0.68317,1.70452,,14.2889,,4.13683,8.9334,,3.81564,5.858,2.2326,6.56792,,,,3.71173,5.5248,,1.9898,2.90023,,,,,0.12697,28.1782,12.565,602.90915,2.45872,1.01335,7.08539,,6.77296,,,0.11221,0.12244,3.93643,,3.52239,,2.3274,2.85097,,3.31049,21.3936,4.3217,16.5767,,0.18829,,0.2539,0.01319,7.8885,,5.284,20.1608,,2.49414,2.19336,11.0927,0.17792,,,4.04913,,3.99606,4.9726,2.97347,0.18947,2.2304,0.4402,1.5241,,,,,,1.49275,,,,0.61966,1.89211,5.34162,,10.2077,0.19753,1.61859,,,2.25665,0.24758,0.04658,0.91264,0.18916,,2.92557,,0.48284,0.12112,11.6982,,0.77204,,,,18.875,10.6407,,,8.2385,,,0.25634,,,,,11.7127,,0.02723,15.2362,0.76754,,1.65914,,1.67347,,,,,,,10.568,,5.25,10.3364,2.7877,,,5.4604,0.20748,,,1.43746,0.01239,4.80171,0.23175,,,,,,,0.15365,2.8392,8.16944,15.25,,,4.5357,,,3.9294,11.1024,,,,,,1,,,,,,,0.04109,13.30648,,0.11541,9.25,,,31.68189,,0.12113,,0.00365,0.17512
2000-11-30,28.2716,,22.4213,0.0826,15.89787,3.60678,0.06848,1.62756,2.63844,0.73533,1.55381,,13.0741,,4.67499,9.6283,,4.38872,6.3738,2.3029,4.59252,,,,3.67723,5.2652,,1.71,2.72463,,,,,0.13541,26.1765,13.947,532.65203,2.59943,0.90351,7.29733,,6.8669,,,0.12053,0.09251,3.62552,,3.78004,,2.13607,2.87343,,3.67199,20.9054,3.9312,16.3762,,0.13744,,0.26622,0.02414,8.0178,,5.17,19.0927,,2.73842,2.35378,10.7162,0.22252,,,4.28868,,3.51498,4.869,3.37811,0.20132,1.8587,0.471,1.5467,,,,,,1.3176,,,,0.64828,1.10844,6.02093,,10.6858,0.18278,1.6509,,,2.36709,0.29311,0.03981,0.88237,0.16593,,2.23989,,0.52001,0.09335,11.7433,,0.68946,,,,18.25,10.6699,,,7.8365,,,0.24709,,,,,9.7085,,0.02656,16.1773,0.52898,,1.78984,,1.68974,,,,,,,9.934,,5.25,10.7499,2.6284,,,6.2426,0.21355,,,1.36323,0.01241,4.7933,0.22433,,,,,,,0.15831,2.98363,5.41045,14.0625,,,4.6868,,,3.9632,10.9075,,,,,,0.9609,,,,,,,0.04165,13.46321,,0.10069,7,,,37.17737,,0.12026,,0.00297,0.1521
2000-12-29,27.9303,,23.1231,0.08014,16.52288,3.7281,0.06198,1.91681,2.72017,,1.50875,,13.1608,,4.89961,12.3934,,4.99871,7.2285,2.7191,,,,,4.04941,6.2282,,1.75761,2.71526,,,,,,31.2962,18.937,533.42881,2.63031,0.79173,7.12948,,7.07995,,,,,3.31697,,3.95375,,2.18563,3.21078,,3.69151,25.904,4.8424,19.5827,,,,0.23994,,9.9012,,5.4395,25.6015,,3.41832,2.7533,12.8306,,,,4.85801,,,4.9381,4.14459,,2.0445,0.6671,2.427,,,,,,1.4203,,,,0.58652,1.25866,6.41575,,11.3951,0.18572,1.69602,,,2.52898,,0.03938,1.02014,0.15819,,2.39549,,0.51084,0.08096,13.2337,,0.71311,,,,23.7188,11.92,,,8.6506,,,,,,,,15.5128,,0.02609,18.0192,0.74051,,1.89783,,1.77787,,,,,,,12.628,,6.5625,11.2121,4.3806,,,9.149,,,,1.4646,0.01217,5.02874,0.24183,,,,,,,,3.113,,16.6875,,,8.1642,,,4.0642,15.798,,,,,,1.2969,,,,,,,0.03974,14.49175,,0.10068,7.75,,,,,0.09498,,0.00303,
