Date,XOM US Equity,RDSA LN Equity,CVX US Equity,857 HK Equity,FP FP Equity,BP/ LN Equity,386 HK Equity,BLT LN Equity,BHP AU Equity,RIL IN Equity,PETR4 BZ Equity,STL NO Equity,COP US Equity,883 HK Equity,ENI IM Equity,EOG US Equity,ROSN RM Equity,SU CN Equity,OXY US Equity,EPD US Equity,LKOH RM Equity,GAZP RM Equity,PSX US Equity,PTT TB Equity,ENB CN Equity,VLO US Equity,ECOPETL CB Equity,267 HK Equity,CNQ CN Equity,LYB US Equity,6505 TT Equity,MPC US Equity,NVTK RM Equity,ONGC IN Equity,APC US Equity,PXD US Equity,MAERSKB DC Equity,TSCO LN Equity,FEMSAUBD MM Equity,REP SM Equity,GMKN RM Equity,IMO CN Equity,CLR US Equity,TATN RM Equity,IOCL IN Equity,SIBN RM Equity,SOL SJ Equity,CXO US Equity,WPL AU Equity,NESTE FH Equity,COPEC CI Equity,OMV AV Equity,034730 KS Equity,SSE LN Equity,DVN US Equity,ANDV US Equity,HES US Equity,096770 KS Equity,SNGS RM Equity,ETE US Equity,PTTEP TB Equity,VEDL IN Equity,NBL US Equity,GALP PL Equity,MRO US Equity,APA US Equity,MMP US Equity,TECK/B CN Equity,HSE CN Equity,EQT US Equity,BPCL IN Equity,FANG US Equity,CVE CN Equity,ECA CN Equity,AKERBP NO Equity,010950 KS Equity,IEP US Equity,PKN PW Equity,GAIL IN Equity,STLD US Equity,HFC US Equity,COG US Equity,ANDX US Equity,ALFA SS Equity,TRGP US Equity,2688 HK Equity,PGN PW Equity,UGPA3 BZ Equity,XEC US Equity,LUPE SS Equity,PE US Equity,OSH AU Equity,KCHOL TI Equity,DCC LN Equity,ADNOCDIS UH Equity,JEC US Equity,1193 HK Equity,MRW LN Equity,RSPP US Equity,BRDT3 BZ Equity,RUI FP Equity,HPCL IN Equity,135 HK Equity,IPL CN Equity,PETD MK Equity,WPX US Equity,TUPRS TI Equity,PETROR AB Equity,SMC PM Equity,ALFAA MM Equity,EGN US Equity,OGDC PA Equity,CTX AU Equity,TOP TB Equity,AR US Equity,BANE RM Equity,NFX US Equity,VVC US Equity,AZRG IT Equity,INARA CZ Equity,MUR US Equity,VII CN Equity,TOU CN Equity,1402 TT Equity,SNP RO Equity,CDEV US Equity,CPG CN Equity,CSAN3 BZ Equity,PTEN US Equity,BBU-U CN Equity,IRPC TB Equity,NFG US Equity,TLW LN Equity,EA TB Equity,VET CN Equity,PBF US Equity,ARX CN Equity,OINL IN Equity,DK US Equity,QFLS QD Equity,SNG RO Equity,WLL US Equity,PPL PA Equity,CASY US Equity,MTDR US Equity,PDCE US Equity,SR US Equity,RRC US Equity,PGAS IJ Equity,OAS US Equity,CNX US Equity,DEDRL IT Equity,MIC US Equity,VNOM US Equity,UNIPE CP Equity,BANPU TB Equity,ELPE GA Equity,PKI CN Equity,TEP US Equity,WCP CN Equity,CVI US Equity,LTS PW Equity,JAG US Equity,QEP US Equity,MRPL IN Equity,ERF CN Equity,003410 KS Equity,CPE US Equity,VED LN Equity,KOS US Equity,CHK US Equity,SRCI US Equity,PXT CN Equity,SJI US Equity,SM US Equity,WRD US Equity,MOH GA Equity,LPI US Equity,CVRR US Equity,XOG US Equity,SWN US Equity,CZZ US Equity,RNFT RM Equity,3633 HK Equity,ALBH BI Equity,JSMR IJ Equity,SRS IM Equity,ECL CI Equity,TITK GA Equity,SUN US Equity,467 HK Equity,TELL US Equity,SPRC TB Equity,MUSA US Equity,DLEN IT Equity,ZEL NZ Equity,DNO NO Equity,ESSO TB Equity,933 HK Equity,1434 TT Equity
1993-11-30,77935.5,,28288.7594,,9691.5497,27010.7918,,,17802.5692,2348.2214,,,7449.6154,,,3090,,1202.6634,5415.5603,,,,,,,,,3287.6748,662.4354,,,,,,2322.3817,,3807.7514,5766.3847,3268.6766,8436.3017,,6531.5201,,,,,3135.3786,,1783.6779,,,1601.7395,,,382.9717,77.385,4317.0555,,,,,,1235.817,,4835.531,1326.8938,,,,1249.03,1747.8462,,,3737.1728,,1199.2922,,,,,241.4003,403.019,,,,,,,,,,,,,,615.8304,,962.4172,,,113.1865,2130.2114,164.1091,,,,,,3345.8624,1117.6816,237.36,,290.4987,,,,,,,,1797.8407,,,1489.8296,,,,,,,,1223.5609,55.5077,,,,,,,,,,,248.5862,,20.1674,374.064,52.44,,,,,,,,476.2205,,32.5732,,,,,,,,,940.6035,,,,34.479,,,231.5486,124.8727,,,,,,,,,,,,,,325.1764,,34.3338,24.382,,,,,,,,931.4132
1993-12-31,78401.25,,28370.1659,,10417.1966,29034.4686,,,19461.0811,2306.517,,,7580.3104,,,3120,,1268.3116,5186.7338,,,,,,,,,4151.209,739.3662,,,,,,2659.3834,,4080.8832,6167.4852,3563.3154,9322.6257,,6544.7298,,,,,3122.9779,,1888.4549,,,1769.6215,,,429.8662,77.385,4178.169,,,,,,1323.198,,4728.0748,1417.8808,,,,1261.951,1825.1593,,,3600.3876,,1212.3933,,,,,217.6729,433.823,,,,,,,,,,,,,,591.0734,,1154.6907,,,124.1851,2451.9475,158.3857,,,,,,4509.4541,1418.7703,221.88,,317.9124,,,,,,,,1792.24,,,2013.9036,,,,,,,,1246.474,50.8684,,,,,,,,,,,272.195,,17.5652,370.1675,44.08,,,,,,,,720.387,,32.8214,,,,,,,,,916.9422,,,,24.263,,,232.7737,107.3467,,,,,,,,,,,,,,332.7322,,35.4886,19.0484,,,,,,,,1192.9948
1994-01-31,82593,,30415.9716,,10578.9051,31384.7207,,,22350.9549,3247.1055,19060.663,,7713.6603,,,3526.4699,,1279.5649,5500.8539,,,,,,,,,4053.1559,803.5078,,,,,,2783.9276,,4133.2282,6525.9074,3468.5969,10370.1042,,6778.6769,,,,,3157.6522,,2001.796,,,2087.5553,,,427.261,149.4937,4490.4694,,,,,,1366.8885,,5301.1748,1516.45,,,,1309.328,2390.4382,,,3788.773,,1352.0714,,,,,232.1156,454.359,,,,,,,,,,,,,,638.394,,1177.6673,,,124.4746,3153.8486,135.3175,,,,,,4048.2735,1667.8712,252.4325,,382.644,,,,,,,,1853.8482,,,2272.4494,,,,,,,,1289.9913,47.4652,,,,,,,,,,,277.75,,17.5652,385.7535,44.84,,,,,,,,742.0495,,31.1574,,,,,,,,,1113.9921,,,,34.479,,,231.5486,122.682,,,,,,,,,,,,,,354.383,,32.4328,19.0484,,,,,,,,1379.0204
1994-02-28,80574.75,,28217.2267,,10758.1126,30039.8632,,,21145.7251,3198.8079,18238.7969,,7092.6453,,,3436.5599,,1189.3526,5539.0543,,,,,,,,,3677.1008,746.0571,,,,,,2608.1006,,4325.4933,6680.1042,3399.5605,9817.0075,,6748.5386,,,,,3595.5555,,2002.5576,,,1995.996,,,406.419,140.89,4293.722,,,,1188.8057,,1285.749,,4942.9873,1516.45,,,,1245.0481,2304.1475,,,3511.6017,,1275.5697,,,,,241.4003,444.091,,,,,,,,,,,,,,604.305,,1192.3197,,,124.7238,3144.8276,100.7181,,,,,,4143.3695,1498.4522,234.694,,404.2334,,,,,,,,1781.0385,,,1969.3073,,,,,,,,1137.4117,47.2533,,,,,,,,,,,258.3075,,17.5652,369.1934,48.64,,,,,,,,767.3236,,33.7578,,,,,,,,,1071.428,,,,26.817,,,216.8471,120.4912,,,,,,,,,,,,,,351.0968,,30.5112,19.8104,,,,,,,,1147.663
1994-03-31,78090.75,,27362.1592,,11609.2006,28498.8463,,,19115.8804,2614.358,15222.2796,,6961.9053,,,3416.5799,,1199.8078,4927.8483,,,,,,,,,5074.0942,747.6135,,,,,,2696.0141,,4339.2022,6194.6179,2854.6253,9407.8563,,6286.9435,,,,,3536.3264,,1855.1842,,,1953.6542,,,369.9455,144.4122,4143.2682,,,,1101.7822,,1185.885,,4728.0748,1402.7163,,,,1197.6588,2185.5509,,,3641.1763,,1248.4359,,,,,231.084,400.452,,,,,,,,,,,,,,595.008,,1302.7109,,,117.242,2587.5651,99.1572,,,,,,4385.2013,1497.6171,223.778,,386.7705,,,,351.7725,,,,1792.24,,,1773.2706,,,,,17.1535,,,1109.67,47.8231,,,,,,,,,,,269.6358,,21.664,389.65,59.7209,,,,,,,,684.8911,,33.9361,,,,,,,,,976.5333,,,,31.925,,,211.9466,112.8236,,,,,,,,,,,,,,311.2727,,27.424,19.8104,,,,,,,,1070.1228
1994-04-29,78090.75,,28999.0481,,12753.2583,32252.9952,,,20026.9429,,10426.2553,,8166.9683,,,3796.1999,,1231.3716,5529.125,,,,,,891.9196,,,5034.6966,893.188,,,,,,3287.2,,4273.6308,6294.5384,2516.5064,10002.2277,,6135.0965,,,,,4139.6198,,2060.641,,,2012.3711,,,450.7082,258.2555,4673.8028,,,,1289.6825,,1454.6772,,4836.0713,1660.6739,,,,1250.4437,,,,4007.0852,,,,,,,237.2738,452.87,,,,,,,,,,,,,,527.4067,,1300.4841,,,121.7755,,92.1231,,,,,,5055.955,1459.5016,216.9754,,386.37,,,,314.526,,,,1972.432,,,,,,,,15.834,,,1112.91,59.6767,,,,,,,,,,,269.6358,,23.018,364.3228,64.3948,,,,,,,,693.75,,31.9699,,,,,,,,,,,,,29.371,,,205.6725,120.4912,,,,,,,,,,,,,,298.7988,,25.9406,17.5246,,,,,,,,
1994-05-31,75917.25,,28347.3841,,12121.9923,32058.4866,,,22233.5075,2717.6625,10714.3576,,8493.6471,,,3516.4799,,1181.2622,6035.3125,,,,,,873.4516,,,5244.7045,957.4544,,,,,,3155.125,,4165.9651,6279.5379,2651.9892,9453.6887,,5973.0158,,,,,3855.8252,,2157.2471,,,1956.4767,,,442.9562,238.6056,4604.0446,,,,1443.0129,,1410.9745,,4907.7168,1660.6739,,,,1185.7656,2309.6528,,,3958.9434,,1270.9,,,,,250.6849,406.5537,,,,,,,,,,,,,,455.6295,,1348.2478,,,125.86,2745.5878,105.4097,,823.9206,,,,6070.4405,1541.2002,227.8924,,398.034,,,,343.4955,,,,1882.776,,,1848.3949,,,,,14.31,,,1126.8214,79.5876,,,,,,,,,,,239.0585,,20.987,338.9955,69.0912,,,,,,,,767.9881,,31.9468,,,,,,,,,1106.1627,,,,39.587,,,194.454,110.6203,,,,,,,,,,,,,,296.2082,,21.3598,17.5246,,,,,,,,1193.7689
1994-06-30,70483.5,,27288.4301,,12655.6416,33098.4065,,,21566.2852,2905.7163,10347.6057,,8166.9683,,,3676.3199,,1151.5641,5879.5625,,,,,,826.4111,,,4891.1543,854.5533,,,,,,3001.0375,,4254.4454,6811.0591,2249.7666,8660.4552,,5674.4204,,,,,3803.797,,2238.9244,,,2129.5434,,,469.0125,244.2199,4580.7918,,,,1506.7946,,1510.8665,,4800.2485,1691.2854,,,,1185.7656,2710.0271,,,3766.1073,,1468.6008,,,,,235.2105,429.7119,,,,,,,,,,,,,,511.803,,1355.6445,,,122.8855,3205.7389,86.3946,,816.1075,,,,5752.5508,1580.4991,227.8924,,426.1725,,,,374.5343,,,,1916.397,,,1864.8024,,,,,16.695,,,1089.7244,112.8845,,,,,,,,,,,252.9573,,20.31,335.099,70.2056,,,,,,,,774.2806,,28.4485,,,,,,,,,1065.9903,,,,39.587,,,179.496,107.3345,,,,,,,,,,,,,,326.4838,,20.5871,16.7626,,,,,,,,1109.1977
1994-07-29,73864.1948,,28918.4324,,12652.7642,35046.06,,,23109.4967,,14299.9847,,8566.1879,,,3177.2773,,1218.2692,6203.9217,,,,,,846.1678,,,5620.0537,847.2463,,,,,,2815.0021,,4472.8876,7022.0663,2649.5774,9554.8734,,5766.5811,,,,,4347.2757,,2391.0512,,,2202.7464,,,422.1112,252.9321,4835.948,,,,1911.3064,,1361.9822,,4979.0844,1572.1706,,,,1165.0837,,,,3792.116,,,,,,,235.2105,440.2388,,,,,,,,,,,,,,515.1094,,1537.2005,,,124.7902,,98.3951,,804.7784,,,,5757.0912,1643.6017,236.0369,,479.196,,,,400.3302,,,,1994.9796,,,,,,,,16.695,,,1115.58,103.154,,,,,,,,,,,272.4155,,17.602,340.9438,76.8919,,,,,,,,785.2976,,32.8667,,,,,,,,,,,,,51.7185,,,190.7673,108.4298,,,,,,,,,,,,,,305.6318,,19.8366,16.0007,,,,,,,,
1994-08-31,73864.1948,,27615.0664,,13080.9238,34945.6926,,,25099.4275,4308.4228,13846.3639,,8631.5786,,,3077.3629,,1235.7367,6945.2708,,,,,,842.1836,,,5770.2467,815.6033,,,,,,2756.2031,,4268.3489,7534.1108,2982.1848,9586.4876,,6026.5125,,,,,5129.1,,2411.9498,,,2499.7753,,,463.029,249.8847,4673.1998,,,,2223.3766,,1287.0107,,4943.2637,1549.1633,,,,1113.3022,2549.8008,,,3857.9351,,1610.9447,,,,,216.6413,445.9193,,,,,,,,,,,,,,605.6438,,1576.5105,,,136.9125,3052.1116,117.3303,,885.2634,,,,6183.8385,1980.1123,244.2231,,447.9687,,,,414.85,,,,2123.8687,,,2353.3811,,,,,16.695,,,1157.4143,95.2516,,,,,,,,,,,291.6562,,19.0523,351.6975,75.3917,,,,,,,,974.2657,,33.338,,,,,,,,,1018.2753,,,,81.728,,,199.9136,103.5129,,,,,,,,,,,,,,297.8901,,20.9737,17.5246,,,,,,,,1401.486
1994-09-30,71381.3647,,27126.3042,,12908.7298,34678.0049,,,23960.1038,3836.7907,15811.7493,,8958.5323,,,3257.2088,,1348.5107,6555.0871,,,,,,860.5764,,,5595.4055,818.6694,,,,,,2631.2552,,3942.63,7298.3874,2901.816,9152.4632,,6185.5709,,,,,5732.1748,,2467.3345,,,2435.1971,,,460.2729,237.6952,4324.4535,,,,2330.9986,,1336.9917,,5086.5467,1549.1633,,,,1035.63,2470.1195,,,4006.6553,,1756.8796,,,,,204.2618,417.5168,,,,,,,,,,,,,,608.7656,,1497.3731,,,145.0685,2919.8534,118.3995,,851.4352,,,,5765.3882,2458.4477,245.5875,,413.0316,,,,408.6272,,,,1950.1486,,,2290.0873,,,,,17.2912,,,1110.9318,94.2329,,,,,,,,,,,312.7203,,17.0109,330.2049,73.1412,,,,,,,,1008.4684,,31.8744,,,,,,,,,1240.0352,,,,108.545,,,181.6209,107.3467,,,,,,,,,,,,,,306.6995,,20.5951,16.7661,,,,,,,,1276.7464
1994-10-31,78090.75,,29325.1492,,14190.7982,39028.1541,,,25949.8013,4053.1636,13039.5832,,9643.0702,,,3534.4245,,1344.7219,6834.844,,,,,,861.381,,,5443.0178,813.2221,,,,,,2874.4365,,3729.2235,7511.5625,2380.9052,9577.5209,,6950.5313,,,,,5767.1928,,2483.2279,,,2462.1762,,,482.3219,228.6562,4625.357,,,,2942.2151,,1499.55,,5408.9519,1721.6719,,,,1053.3175,2342.4428,,,3968.5209,,1945.9592,,,,,203.2301,420.5975,,,,,,,,,,,,,,533.8406,,1559.3177,,,144.7905,2746.6816,117.6703,,801.7667,,,,6385.0967,2375.6389,248.3845,,414.036,,,,401.8019,,,,2135.1716,,,2189.473,,,,,20.7506,,,1106.2835,93.5542,,,,,,,,,,,341.8859,,18.3718,326.2971,69.7655,,,,,,,,1201.155,,30.641,,,,,,,,,1338.4684,63.283,,,120.7838,,,186.1384,117.7528,,,,,,,,,,,,,,321.9556,,19.4501,22.8628,,,,,,,,1215.5448
1994-11-30,74985.75,,28429.103,,13758.5199,36614.5074,,,24267.083,3887.778,12424.8293,,8629.7306,,,2895.4325,,1302.7134,6131.8315,,,,,,803.3447,,,4584.8439,696.424,,,,,,2352.48,,3767.9879,7544.6703,2300.0576,8639.5233,,6430.5939,,,,,5120.3065,,2389.0278,,,2266.8116,,,424.4818,222.5587,4230.226,,,,2616.6134,,1380.8356,,5158.2057,1714.02,,,,932.445,2294.8207,,,3709.5744,,1930.9777,,,,,212.5405,380.8113,,,,,,,,,,,,,,476.805,42.9301,1521.4423,,,137.3653,2685.8582,87.7596,,739.1469,,,,6237.081,2782.6262,218.36,,470.628,,,,376.8194,,,,2006.2768,,,2263.3877,,,,,19.4331,,,969.228,104.724,,,,,,,,,,,353.2281,,14.2892,326.2971,60.5152,,,,,,,,1165.1355,,32.1443,,,,,,,,,1322.0794,64.7212,,,153.2525,,,180.7819,109.5375,,,,,,,,,,,,,,311.5519,,19.4345,21.3412,,,,,,,,1216.6412
